Loan Date,Patron Id,Patron Group,Due Date,Barcode,Circ Desk Name,Description
2023-01-09,-1,,2023-01-09,HP001,CLICC Circ Desk,WL-BIO-01
2023-01-09,-1,,2023-01-09,IPADK296,CLICC Circ Desk,CLICC iPad Pro Keyboard 296
2023-01-09,-1,,2023-01-09,IPHONE60,Biomed Circ Desk,IPH-BIO-04
2023-01-09,-1,UCLA Academic,2023-01-09,HDST19,Biomed Circ Desk,HDS-BIO-02
2023-01-09,-1,UCLA Academic,2023-01-09,HDST27,Biomed Circ Desk,HDS-BIO-10
2023-01-09,-1,UCLA Graduate,2023-01-09,HDST15,CLICC Circ Desk,HDS-POW-04
2023-01-09,-1,UCLA Graduate,2023-01-09,HDST17,CLICC Circ Desk,HDS-POW-06
2023-01-09,-1,UCLA Graduate,2023-01-09,HDST20,Biomed Circ Desk,HDS-BIO-03
2023-01-09,-1,UCLA Graduate,2023-01-09,IPHONE25,CLICC Circ Desk,IPH-YRL-01
2023-01-09,-1,UCLA Graduate,2023-01-09,IPHONE54,CLICC Circ Desk,IPH-POW-10
2023-01-09,-1,UCLA Graduate,2023-01-09,IPHONE60,Biomed Circ Desk,IPH-BIO-04
2023-01-09,-1,UCLA Graduate,2023-01-09,LABMSE12,CLICC Circ Desk,LAB-MSE-12
2023-01-09,-1,UCLA Graduate,2023-01-09,MACCHRG42,CLICC Circ Desk,MAGT-YRL-04
2023-01-09,-1,UCLA Graduate,2023-01-09,MACCHRG63,Biomed Circ Desk,MAGT-BIO-02
2023-01-09,-1,UCLA Graduate,2023-01-09,MACUSBC24C24,CLICC Circ Desk,USBC-POW-07
2023-01-09,-1,UCLA Graduate,2023-01-09,MACUSBC25C25,CLICC Circ Desk,USBC-POW-08
2023-01-09,-1,UCLA Graduate,2023-01-09,OMNI39,CLICC Circ Desk,OMN-YRL-09
2023-01-09,-1,UCLA Graduate,2023-01-09,WALLADPT12,CLICC Circ Desk,ADP-POW-01
2023-01-09,-1,UCLA Graduate,2023-01-09,WALLADPT17,Biomed Circ Desk,ADP-BIO-01
2023-01-09,-1,UCLA Graduate,2023-01-09,WALLADPT41,CLICC Circ Desk,
2023-01-09,-1,UCLA Graduate,2023-01-15,CBK229,SEL Boelter Circ Desk,CBK-BOE-20
2023-01-09,-1,UCLA Graduate,2023-01-16,CBK204,Biomed Circ Desk,CBK-BIO-15
2023-01-09,-1,UCLA Graduate,2023-01-16,CBK207,Biomed Circ Desk,CBK-BIO-18
2023-01-09,-1,UCLA Graduate,2023-01-16,CLICC-ML-2033,CLICC Circ Desk,CLICC-ML-2033
2023-01-09,-1,UCLA Graduate,2023-01-16,CLICC-MM-072,CLICC Circ Desk,
2023-01-09,-1,UCLA Graduate,2023-01-16,CLICC-MM-099,CLICC Circ Desk,
2023-01-09,-1,UCLA Graduate,2023-01-16,HP100,CLICC Circ Desk,WL-POW-09
2023-01-09,-1,UCLA Graduate,2023-01-16,HP118,CLICC Circ Desk,WL-PC2-07
2023-01-09,-1,UCLA Graduate,2023-01-23,CBK407,CLICC Circ Desk,CBK-CLICC-158
2023-01-09,-1,UCLA Graduate,2023-01-23,CLICC-MM-001,CLICC Circ Desk,
2023-01-09,-1,UCLA Graduate,2023-01-23,CLICC-MM-088,CLICC Circ Desk,
2023-01-09,-1,UCLA Music Grad,2023-01-15,CBK-243,Music Circ Desk,CBK-MUS-04
2023-01-09,-1,UCLA Music Undergrad,2023-01-09,IPHONE46,CLICC Circ Desk,IPH-POW-02
2023-01-09,-1,UCLA Music Undergrad,2023-01-09,WALLADPT46,CLICC Circ Desk,
2023-01-09,-1,UCLA Staff,2023-01-16,CBK194,Biomed Circ Desk,CBK-BIO-05
2023-01-09,-1,UCLA Undergrad,2023-01-09,CALC07,CLICC Circ Desk,CAL-POW-06
2023-01-09,-1,UCLA Undergrad,2023-01-09,CLICC-MM-0003,CLICC Circ Desk,ITS iPad 224
2023-01-09,-1,UCLA Undergrad,2023-01-09,CLICC-MM-0016,CLICC Circ Desk,ITS iPad 114
2023-01-09,-1,UCLA Undergrad,2023-01-09,IPHONE34,CLICC Circ Desk,IPH-YRL-10
2023-01-09,-1,UCLA Undergrad,2023-01-09,IPHONE46,CLICC Circ Desk,IPH-POW-02
2023-01-09,-1,UCLA Undergrad,2023-01-09,IPHONE48,CLICC Circ Desk,IPH-POW-04
2023-01-09,-1,UCLA Undergrad,2023-01-09,IPHONE80,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-09,MACCHRG49,CLICC Circ Desk,MAGT-POW-03
2023-01-09,-1,UCLA Undergrad,2023-01-09,MACUSBC19C19,CLICC Circ Desk,USBC-POW-02
2023-01-09,-1,UCLA Undergrad,2023-01-09,MACUSBC25C25,CLICC Circ Desk,USBC-POW-08
2023-01-09,-1,UCLA Undergrad,2023-01-09,MACUSBC27C27,CLICC Circ Desk,USBC-POW-10
2023-01-09,-1,UCLA Undergrad,2023-01-09,WALLADPT45,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-09,WALLADPT46,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-09,WALLADPT47,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-09,WALLADPT48,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-16,CBK194,Biomed Circ Desk,CBK-BIO-05
2023-01-09,-1,UCLA Undergrad,2023-01-16,CBK381,CLICC Circ Desk,CBK-CLICC-132
2023-01-09,-1,UCLA Undergrad,2023-01-16,CBK404,CLICC Circ Desk,CBK-CLICC-155
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-0004,CLICC Circ Desk,ITS MacBook 126
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-0015,CLICC Circ Desk,ITS MacBook 155
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-0017,CLICC Circ Desk,ITS MacBook 169
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-0022,CLICC Circ Desk,ITS MacBook 39
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-0108,CLICC Circ Desk,ITS MacBook 176
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-0126,CLICC Circ Desk,ITS MacBook 9
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-ML-2096,CLICC Circ Desk,CLICC-ML-2096
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-MM-0019,CLICC Circ Desk,ITS iPad 324
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-MM-0033,CLICC Circ Desk,ITS iPad 143
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-MM-065,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-16,CLICC-MM-095,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-16,HP040,CLICC Circ Desk,WL-SEL-05
2023-01-09,-1,UCLA Undergrad,2023-01-16,HP107,CLICC Circ Desk,W-POW-16
2023-01-09,-1,UCLA Undergrad,2023-01-16,HP131,CLICC Circ Desk,WL-PC2-20
2023-01-09,-1,UCLA Undergrad,2023-01-17,CBK254,Default Circulation Desk,CBK-CLICC-05
2023-01-09,-1,UCLA Undergrad,2023-01-18,CLICC-ML-0106,CLICC Circ Desk,ITS MacBook 102
2023-01-09,-1,UCLA Undergrad,2023-01-20,CLICC-ML-0072,CLICC Circ Desk,ITS MacBook 30
2023-01-09,-1,UCLA Undergrad,2023-01-20,CLICC-ML-0137,CLICC Circ Desk,ITS MacBook 60
2023-01-09,-1,UCLA Undergrad,2023-01-20,CLICC-MM-0006,CLICC Circ Desk,ITS iPad 323
2023-01-09,-1,UCLA Undergrad,2023-01-20,CLICC-MM-061,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-20,HP070,CLICC Circ Desk,WL-YRL-20
2023-01-09,-1,UCLA Undergrad,2023-01-20,HP096,CLICC Circ Desk,WL-POW-05
2023-01-09,-1,UCLA Undergrad,2023-01-20,HP130,CLICC Circ Desk,WL-PC2-19
2023-01-09,-1,UCLA Undergrad,2023-01-23,CBK038,CLICC Circ Desk,CPOW-04
2023-01-09,-1,UCLA Undergrad,2023-01-23,CBK096,CLICC Circ Desk,CYRL-22
2023-01-09,-1,UCLA Undergrad,2023-01-23,CBK168,CLICC Circ Desk,CL-BOE-14
2023-01-09,-1,UCLA Undergrad,2023-01-23,CBK262,Default Circulation Desk,CBK-CLICC-13
2023-01-09,-1,UCLA Undergrad,2023-01-23,CBK411,CLICC Circ Desk,CBK-CLICC-162
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-ML-0008,CLICC Circ Desk,ITS MacBook 68
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-ML-0093,CLICC Circ Desk,ITS MacBook 139
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-MM-0005,CLICC Circ Desk,ITS iPad 137
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-MM-0018,CLICC Circ Desk,ITS iPad 160
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-MM-0028,CLICC Circ Desk,ITS iPad 29
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-MM-016,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-23,CLICC-MM-081,CLICC Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP005,CLICC Circ Desk,WL-BIO-05
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP006,CLICC Circ Desk,WL-BIO-06
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP021,CLICC Circ Desk,WL-BCR-11
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP022,CLICC Circ Desk,WL-BCR-12
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP102,CLICC Circ Desk,W-POW-11
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP144,CLICC Circ Desk,WL-UNA-03
2023-01-09,-1,UCLA Undergrad,2023-01-23,HP160,CLICC Circ Desk,WL-LAB-09
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2001,SEL Boelter Circ Desk,CLICC EE AD2 Unit 1
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2082,SEL Boelter Circ Desk,CLICC EE AD2 Unit 82
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2110,SEL Boelter Circ Desk,CLICC EE AD2 Unit 110
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2116,SEL Boelter Circ Desk,CLICC EE AD2 Unit 116
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2129,SEL Boelter Circ Desk,CLICC EE AD2 Unit 129
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2132,SEL Boelter Circ Desk,CLICC EE AD2 Unit 132
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2146,SEL Boelter Circ Desk,CLICC EE AD2 Unit 146
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2197,SEL Boelter Circ Desk,CLICC EE AD2 Unit 197
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2247,SEL Boelter Circ Desk,CLICC EE AD2 Unit 247
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2260,SEL Boelter Circ Desk,CLICC EE AD2 Unit 260
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2279,SEL Boelter Circ Desk,CLICC EE AD2 Unit 279
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2339,SEL Boelter Circ Desk,
2023-01-09,-1,UCLA Undergrad,2023-04-09,AD2377,SEL Boelter Circ Desk,
2023-01-09,5558261410006533,UCLA Undergrad,2023-06-01,AD2095,SEL Boelter Circ Desk,CLICC EE AD2 Unit 95
2023-01-09,5560450750006533,UCLA Undergrad,2023-06-01,AD2116,SEL Boelter Circ Desk,CLICC EE AD2 Unit 116
2023-01-09,5560462480006533,UCLA Graduate,2023-01-26,HP002,CLICC Circ Desk,WL-BIO-02
2023-01-09,6200523990006533,UCLA Undergrad,2023-06-01,AD2033,SEL Boelter Circ Desk,CLICC EE AD2 Unit 33
2023-01-10,-1,,2023-01-10,IPADK128,CLICC Circ Desk,CLICC iPad Keyboard 128
2023-01-10,-1,,2023-01-10,MACUSBC20C20,CLICC Circ Desk,USBC-POW-03
2023-01-10,-1,,2023-01-10,MACUSBC27C27,CLICC Circ Desk,USBC-POW-10
2023-01-10,-1,UCLA Academic,2023-01-10,HDST19,Biomed Circ Desk,HDS-BIO-02
2023-01-10,-1,UCLA Graduate,2023-01-10,HDMIC24,CLICC Circ Desk,HDMC-YRL-16
2023-01-10,-1,UCLA Graduate,2023-01-10,HDST15,CLICC Circ Desk,HDS-POW-04
2023-01-10,-1,UCLA Graduate,2023-01-10,HPUSBC13,SEL Boelter Circ Desk,
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE21,SEL Boelter Circ Desk,IPH-BOE-05
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE34,CLICC Circ Desk,IPH-YRL-10
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE46,CLICC Circ Desk,IPH-POW-02
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE57,Biomed Circ Desk,IPH-BIO-01
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE58,Biomed Circ Desk,IPH-BIO-02
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE60,Biomed Circ Desk,IPH-BIO-04
2023-01-10,-1,UCLA Graduate,2023-01-10,IPHONE80,CLICC Circ Desk,
2023-01-10,-1,UCLA Graduate,2023-01-10,MACCHRG42,CLICC Circ Desk,MAGT-YRL-04
2023-01-10,-1,UCLA Graduate,2023-01-10,MACUSBC06C06,CLICC Circ Desk,USBC-YRL-02
2023-01-10,-1,UCLA Graduate,2023-01-10,MACUSBC20C20,CLICC Circ Desk,USBC-POW-03
2023-01-10,-1,UCLA Graduate,2023-01-10,MACUSBC24C24,CLICC Circ Desk,USBC-POW-07
2023-01-10,-1,UCLA Graduate,2023-01-10,MACUSBC29C29,CLICC Circ Desk,
2023-01-10,-1,UCLA Graduate,2023-01-10,OMNI07,Biomed Circ Desk,OMN-BIO-07
2023-01-10,-1,UCLA Graduate,2023-01-10,WALLADPT03,SEL Boelter Circ Desk,ADP-BOE-01
2023-01-10,-1,UCLA Graduate,2023-01-10,WALLADPT12,CLICC Circ Desk,ADP-POW-01
2023-01-10,-1,UCLA Graduate,2023-01-10,WALLADPT17,Biomed Circ Desk,ADP-BIO-01
2023-01-10,-1,UCLA Graduate,2023-01-10,WALLADPT45,CLICC Circ Desk,
2023-01-10,-1,UCLA Graduate,2023-01-17,CBK194,Biomed Circ Desk,CBK-BIO-05
2023-01-10,-1,UCLA Graduate,2023-01-17,CBK196,Biomed Circ Desk,CBK-BIO-07
2023-01-10,-1,UCLA Graduate,2023-01-17,CBK207,Biomed Circ Desk,CBK-BIO-18
2023-01-10,-1,UCLA Graduate,2023-01-17,CBK331,Default Circulation Desk,CBK-CLICC-82
2023-01-10,-1,UCLA Graduate,2023-01-17,CBK385,CLICC Circ Desk,CBK-CLICC-136
2023-01-10,-1,UCLA Graduate,2023-01-17,CBK401,Default Circulation Desk,CBK-CLICC-152
2023-01-10,-1,UCLA Graduate,2023-01-17,CLICC-MM-058,CLICC Circ Desk,
2023-01-10,-1,UCLA Graduate,2023-01-17,HP057,CLICC Circ Desk,WL-YRL-07
2023-01-10,-1,UCLA Graduate,2023-01-23,CBK380,CLICC Circ Desk,CBK-CLICC-131
2023-01-10,-1,UCLA Graduate,2023-01-23,CLICC-MM-0029,CLICC Circ Desk,ITS iPad 53
2023-01-10,-1,UCLA Graduate,2023-01-24,CLICC-ML-0068,CLICC Circ Desk,ITS MacBook 78
2023-01-10,-1,UCLA Graduate,2023-01-24,CLICC-MM-0020,CLICC Circ Desk,ITS iPad 225
2023-01-10,-1,UCLA Graduate,2023-03-24,CLICC-MM-0025,CLICC Circ Desk,ITS iPad 283
2023-01-10,-1,UCLA Graduate,2023-03-24,CLICC-MM-036,CLICC Circ Desk,2022
2023-01-10,-1,UCLA Graduate,2023-04-10,AD2015,SEL Boelter Circ Desk,CLICC EE AD2 Unit 15
2023-01-10,-1,UCLA Graduate,2023-04-10,AD2085,SEL Boelter Circ Desk,CLICC EE AD2 Unit 85
2023-01-10,-1,UCLA Music Grad,2023-01-17,CBK-243,Music Circ Desk,CBK-MUS-04
2023-01-10,-1,UCLA Music Undergrad,2023-01-17,CBK-243,Music Circ Desk,CBK-MUS-04
2023-01-10,-1,UCLA Music Undergrad,2023-01-24,CLICC-MM-087,CLICC Circ Desk,2022
2023-01-10,-1,UCLA Undergrad,2023-01-10,HDST15,CLICC Circ Desk,HDS-POW-04
2023-01-10,-1,UCLA Undergrad,2023-01-10,HPUSBC04,SEL Boelter Circ Desk,HPUS-BOE-04
2023-01-10,-1,UCLA Undergrad,2023-01-10,HPUSBC07,SEL Boelter Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,HPUSBC13,SEL Boelter Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE25,CLICC Circ Desk,IPH-YRL-01
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE28,CLICC Circ Desk,IPH-YRL-04
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE31,CLICC Circ Desk,IPH-YRL-07
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE34,CLICC Circ Desk,IPH-YRL-10
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE39,Default Circulation Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE46,CLICC Circ Desk,IPH-POW-02
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE54,CLICC Circ Desk,IPH-POW-10
2023-01-10,-1,UCLA Undergrad,2023-01-10,IPHONE78,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACCHRG49,CLICC Circ Desk,MAGT-POW-03
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACCHRG58,CLICC Circ Desk,MAGT-POW-12
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACCHRG61,CLICC Circ Desk,MAGT-POW-15
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACUSBC06C06,CLICC Circ Desk,USBC-YRL-02
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACUSBC20C20,CLICC Circ Desk,USBC-POW-03
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACUSBC24C24,CLICC Circ Desk,USBC-POW-07
2023-01-10,-1,UCLA Undergrad,2023-01-10,MACUSBC25C25,CLICC Circ Desk,USBC-POW-08
2023-01-10,-1,UCLA Undergrad,2023-01-10,OMNI39,CLICC Circ Desk,OMN-YRL-09
2023-01-10,-1,UCLA Undergrad,2023-01-10,UHDMI22,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT05,SEL Boelter Circ Desk,ADP-BOE-03
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT12,CLICC Circ Desk,ADP-POW-01
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT32,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT41,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT45,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT46,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-10,WALLADPT49,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-11,MACUSBC09C09,CLICC Circ Desk,USBC-YRL-05
2023-01-10,-1,UCLA Undergrad,2023-01-17,CBK061,CLICC Circ Desk,CBCR-32
2023-01-10,-1,UCLA Undergrad,2023-01-17,CBK299,CLICC Circ Desk,CBK-CLICC-50
2023-01-10,-1,UCLA Undergrad,2023-01-17,CBK320,Default Circulation Desk,CBK-CLICC-71
2023-01-10,-1,UCLA Undergrad,2023-01-17,CBK357,CLICC Circ Desk,CBK-CLICC-108
2023-01-10,-1,UCLA Undergrad,2023-01-17,CBK370,Default Circulation Desk,CBK-CLICC-121
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-ML-0071,CLICC Circ Desk,ITS MacBook 23
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-ML-0121,CLICC Circ Desk,ITS MacBook 46
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-ML-0132,CLICC Circ Desk,ITS MacBook 29
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-ML-2038,CLICC Circ Desk,CLICC-ML-2038
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-ML-2053,CLICC Circ Desk,CLICC-ML-2053
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-ML-2060,CLICC Circ Desk,CLICC-ML-2060
2023-01-10,-1,UCLA Undergrad,2023-01-17,CLICC-MM-0021,CLICC Circ Desk,ITS iPad 101
2023-01-10,-1,UCLA Undergrad,2023-01-17,HP009,CLICC Circ Desk,WL-BIO-09
2023-01-10,-1,UCLA Undergrad,2023-01-17,HP015,CLICC Circ Desk,WL-BCR-05
2023-01-10,-1,UCLA Undergrad,2023-01-18,CBK253,Default Circulation Desk,CBK-CLICC-04
2023-01-10,-1,UCLA Undergrad,2023-01-24,CBK116,CLICC Circ Desk,CBIO-02
2023-01-10,-1,UCLA Undergrad,2023-01-24,CBK400,Default Circulation Desk,CBK-CLICC-151
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-0006,CLICC Circ Desk,ITS MacBook 64
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-0079,CLICC Circ Desk,ITS MacBook 108
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-0083,CLICC Circ Desk,ITS MacBook 124
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-0104,CLICC Circ Desk,ITS MacBook 35
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-0129,CLICC Circ Desk,ITS MacBook 22
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-2068,CLICC Circ Desk,CLICC-ML-2068
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-ML-2080,CLICC Circ Desk,CLICC-ML-2080
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-MM-0027,CLICC Circ Desk,ITS iPad 162
2023-01-10,-1,UCLA Undergrad,2023-01-24,CLICC-MM-058,CLICC Circ Desk,
2023-01-10,-1,UCLA Undergrad,2023-01-24,HP032,CLICC Circ Desk,WL-GEO-02
2023-01-10,-1,UCLA Undergrad,2023-01-24,HP062,CLICC Circ Desk,WL-YRL-12
2023-01-10,-1,UCLA Undergrad,2023-01-24,HP075,CLICC Circ Desk,WL-RC2-05
2023-01-10,-1,UCLA Undergrad,2023-01-24,HP084,CLICC Circ Desk,WL-RC2-14
2023-01-10,-1,UCLA Undergrad,2023-01-24,HP124,CLICC Circ Desk,WL-PC2-13
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2004,SEL Boelter Circ Desk,CLICC EE AD2 Unit 4
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2005,SEL Boelter Circ Desk,CLICC EE AD2 Unit 5
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2013,SEL Boelter Circ Desk,CLICC EE AD2 Unit 13
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2016,SEL Boelter Circ Desk,CLICC EE AD2 Unit 16
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2047,SEL Boelter Circ Desk,CLICC EE AD2 Unit 47
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2051,SEL Boelter Circ Desk,CLICC EE AD2 Unit 51
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2055,SEL Boelter Circ Desk,CLICC EE AD2 Unit 55
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2062,SEL Boelter Circ Desk,CLICC EE AD2 Unit 62
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2065,SEL Boelter Circ Desk,CLICC EE AD2 Unit 65
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2092,SEL Boelter Circ Desk,CLICC EE AD2 Unit 92
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2104,SEL Boelter Circ Desk,CLICC EE AD2 Unit 104
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2120,SEL Boelter Circ Desk,CLICC EE AD2 Unit 120
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2133,SEL Boelter Circ Desk,CLICC EE AD2 Unit 133
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2135,SEL Boelter Circ Desk,CLICC EE AD2 Unit 135
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2148,SEL Boelter Circ Desk,CLICC EE AD2 Unit 148
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2154,SEL Boelter Circ Desk,CLICC EE AD2 Unit 154
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2158,SEL Boelter Circ Desk,CLICC EE AD2 Unit 158
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2160,SEL Boelter Circ Desk,CLICC EE AD2 Unit 160
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2161,SEL Boelter Circ Desk,CLICC EE AD2 Unit 161
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2162,SEL Boelter Circ Desk,CLICC EE AD2 Unit 162
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2166,SEL Boelter Circ Desk,CLICC EE AD2 Unit 166
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2173,SEL Boelter Circ Desk,CLICC EE AD2 Unit 173
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2187,SEL Boelter Circ Desk,CLICC EE AD2 Unit 187
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2198,SEL Boelter Circ Desk,CLICC EE AD2 Unit 198
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2201,SEL Boelter Circ Desk,CLICC EE AD2 Unit 201
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2202,SEL Boelter Circ Desk,CLICC EE AD2 Unit 202
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2204,SEL Boelter Circ Desk,CLICC EE AD2 Unit 204
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2213,SEL Boelter Circ Desk,CLICC EE AD2 Unit 213
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2229,SEL Boelter Circ Desk,CLICC EE AD2 Unit 229
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2235,SEL Boelter Circ Desk,CLICC EE AD2 Unit 235
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2245,SEL Boelter Circ Desk,CLICC EE AD2 Unit 245
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2263,SEL Boelter Circ Desk,CLICC EE AD2 Unit 263
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2267,SEL Boelter Circ Desk,CLICC EE AD2 Unit 267
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2277,SEL Boelter Circ Desk,CLICC EE AD2 Unit 277
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2281,SEL Boelter Circ Desk,CLICC EE AD2 Unit 281
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2292,SEL Boelter Circ Desk,CLICC EE AD2 Unit 292
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2295,SEL Boelter Circ Desk,CLICC EE AD2 Unit 295
2023-01-10,-1,UCLA Undergrad,2023-04-10,AD2297,SEL Boelter Circ Desk,CLICC EE AD2 Unit 297
